headline,real_or_fake
False quote suggests Japanese Nobel laureate Tasuku Honjo said coronavirus is man-made,1
Old video falsely viral as US students sing Indian national anthem to thank India for HCQ,1
FALSE: FBI arrests Bill Gates for creating coronavirus,1
Misinformation on COVID-19 Death Protocols in New York,1
Hoax Letter Stirs Confusion About Missouri Schools,1
"Lemon Juice Tea Does Not Cure COVID-19 in Israel, or Anywhere Else",1
"No, states like Illinois and California aren’t banning alcohol sales",1
False Claim of Congressional Pay Raises in Stimulus Bill,1
Britain’s first coronavirus vaccine volunteer has not died after trial jab,1
Posts misrepresent eligibility for US COVID-19 stimulus payments,1
Viral videos of Africans attacked in China were filmed years ago,1
Nobel laureate Tasuku Honjo refutes 'false' quote attributed to him about the novel coronavirus,1
Hoax text message circulated online about Australia's coronavirus contact-tracing app,1
Fake: Image of lady on bi-cycle being passed of as Indian migrant is from Nepal ,1
2019 Pic Peddled As Buses Organised By Priyanka Gandhi Vadra For Migrants,1
Fox News Clip About Trump Testing Positive For COVID-19 Is Doctored,1
Video From Pakistan Passed Off As Social Distancing Flouted In Hyderabad,1
"No, This Video Does Not Show Migrants Gathered At Uttar Pradesh Border",1
Video Of A Robbery In Delhi Peddled With False Claims About Migrants,1
Viral Message On Roadmap To Ease COVID-19 Restrictions Not From India,1
Nigeria’s ex-vice president didn't promise to pay citizens to stay home during virus outbreak,1
This graphic with a purported quote from Philippine President Rodrigo Duterte has been doctored,1
Deepika Padukone Spotted Buying Alcohol During The Lockdown? Not Quite,1
Viral Message Warning About Rise In Crimes Post Lockdown Not From Police,1
Is Thrombosis The Leading Cause Of COVID-19 Deaths? A FactCheck,1
"No, Joyalukkas Founder Has Not Died From COVID-19 In Dubai",1
Photo Of Rohingya Muslims Shared As Plight Of Migrants In Lockdown,1
"Viral COVID-19 Advisory Not Published By ICMR, Sir Ganga Ram Hospital",1
"This video was filmed in New York, not China",1
These images show delivery of Chinese medical supplies in Ghana,1
"FALSE: Video of Wuhan, China in ‘2nd wave’ of coronavirus infections",1
This video shows a lodging facility that was converted into a COVID-19 quarantine centre,1
This is an old picture taken before the pandemic,1
"Un centre de ""réduction de la population mondiale"" à la fondation Gates ? Attention, intox !",1
These photos have circulated online since at least 2015 – years before the COVID-19 pandemic,1
This photo shows a nurse in India treating a man who sustained a leg injury,1
This photo has circulated in reports since 2013 about Muslims praying on a Sydney street,1
"WHO warns against self-medicating for COVID-19 with aspirin, lemon juice and honey 'remedy'",1
This may not be the best time to visit a hair salon – but there is no proof they have caused almost half of coronavirus deaths,1
Covid-19 : pas de vaccination ni d’enfants morts en Guinée,1
COVID stands for coronavirus disease 2019,1
No truth to report about robbers posing as coronavirus testers,1
"No, the military doesn’t have COVID-19 quarantine team Humvees in Michigan",1
Putin didn’t threaten jail time for coronavirus lockdown violators,1
Fact Check: Baby Formula NOT Necessarily Being Shipped For Free During Coronavirus Outbreak,1
Guinea has not ordered the arrest of all Chinese nationals,1
"These are test kits made in South Korea, not a 'cure' for COVID-19",1
This rendition of the Indian national anthem was produced in August 2017 to mark India’s 71st Independence Day,1
"No, this photo does not show Canadian Muslims breaking social distancing during Ramadan 2020",1
Trump makes false claims about COVID-19 testing,1
"Residents are advised, but not required, to take COVID-19 precautions",1
This video has circulated since 2016 in reports about a noise complaint at a Mumbai mosque,1
"No, your Census response won’t affect whether you get a federal stimulus check",1
Conspiracy theory falsely connects George Soros to COVID-19,1
"No, Americans aren’t getting $700 weekly checks starting March 17 because of coronavirus",1
Trump Didn’t Tweet Threat to Withhold Relief from Critics,1
"FACT CHECK: DID AN MSNBC REPORTER SAY, ‘I HOPE ENOUGH PEOPLE DIE FROM CORONAVIRUS THAT IT HARMS TRUMP’S RE-ELECTION’?",1
"No, the Clintons aren’t responsible for more deaths than the coronavirus",1
"No, blood donors don’t automatically get a coronavirus test",1
No connection between the US national elections and international pandemics,1
"No, Donald Trump didn’t tweet that Israel has a coronavirus vaccine",1
Romanian conspiracy theory migrates to US amid coronavirus outbreak,1
False claim: Sen. Lindsey Graham said Donald Trump probably knows more about medicine and viruses than any scientist at the NIH and CDC,1
"No, Trump did not create the coronavirus",1
Message Claiming Coronavirus Can Last Up To 8 Hours In Air Is Misleading,1
Coronavirus: Notification On Movement Restrictions Is Not From India,1
PIB Rubbishes Viral WhatsApp Audio Clip Claiming India Will Go Into A Lockdown,1
Morphed India Today Graphic Claims Lockdown Extended To May 4th,1
"Video Of Birds Flocking In Ahmedabad Not Linked To COVID-19 Lockdown
",1
Hoax Message Claims WhatsApp Group Admins Detained For Coronavirus Fake News,1
Marathi Newspaper Lokmat Falls For Fake COVID-19 Bioweapon Story,1
"This bill was for medical services unrelated to COVID-19 treatment, the hospital said",1
Misleading mask graphic claims to show exact chance of COVID-19 spread,1
This video of Boris Johnson has circulated in media reports since August 2018,1
Twitter adds Fei-Fei Li as board member as it grapples with coronavirus misinformation.,1
Ruh roh -- Trump supporters on @Twitter spread #misinformation that China created #coronavirus as a bioweapon.,1
"Twitter allowed China to spread misinformation on coronavirus pandemic, White House Press Secretary Kayleigh McEnany says",1
Fake News Site Invents Story About COVID-19 Patient Zero Having Sex With Bats,1
"No, PM Modi Has Not Announced An Internet Shutdown During Lockdown",1
Did A Netflix Show Predict The COVID-19 Outbreak?,1
False: Viral Message Claiming HDFC Bank MD Aditya Puri's Views On COVID-19,1
Raghuram Rajan Did Not Address IMF Webinar On COVID-19,1
False: Different Types Of Tea Can Act As A Cure For COVID-19,1
False: Harvard Professor Arrested For Manufacturing Novel Coronavirus,1
Viral Message Claiming 11 New Lockdown Rules Not From Mumbai,1
Johns Hopkins Distances Itself From Viral List Of COVID-19 Precautions,1
Michigan governor didn’t have a family event in reopened region,1
Fact Check: Gov. Whitmer NOT Pictured Ignoring Mask And Social-Distancing Rules On Mackinaw Island,1
"No, California Gov. Gavin Newsom hasn’t been vacationing in Montana",1
Post falsely claims people should report Pennsylvania stores that refuse to serve maskless customers,1
Flu shots aren’t causing false positive COVID-19 tests,1
"No, there’s no COVID-19 law that requires rent (or mortgage) refunds",1
No evidence Russian president Putin ordered Madagascar’s Covid-19 ‘cure’,1
Nigeria’s Cov-herbal cough mixture not a cure for Covid-19,1
"No proof siam weed cures coronavirus, as Nigerian prophetess claims",1
"No, drinking black tea at dawn won’t cure coronavirus",1
"No, Tanzania’s president hasn’t banned face masks ",1
‘Shoprite’ giveaway during Covid-19 outbreak a scam,1
"No, South African politicians did not tell public to plant chickens, fish, meat to fight hunger",1
Don’t be conned by fake ad offering jobs at Kenya Red Cross,1
"No, Kenya’s first lady not giving away KSh30,000 Covid-19 grants",1
Footage of bodies at New York funeral home circulates with misleading claim in India,1
This fabricated headline was added to a screenshot of a CNN interview,1
Doctored photo is latest attack on Bill Gates amid COVID-19 vaccine push,1
"No, 250 shop staff in Alberton, South Africa, not Covid-19 positive and ‘told to keep working’",1
"No, Nigerian schools won’t reopen on 8 June",1
"Selling illegal, but no fine for cigarette possession under South Africa’s Covid-19 lockdown",1
"Food parcels in South Africa’s coronavirus lockdown? Ignore fake messages, call 0800 601 011 instead",1
No high court ruling to ‘partially reopen’ Kenya’s churches,1
"Unilever, Sasko, Tastic NOT closing, still making food during South Africa’s coronavirus lockdown",1
No ‘application requirements’ yet for South Africa’s Covid-19 social relief grant – ignore false info,1
Beware imposter accounts! Senator not giving Covid-19 cash to ‘all Kenyans’,1
Beware! World Vision Kenya not offering free water tanks,1
"Free data for Kenyans during coronavirus outbreak? No, it’s a scam",1
"Covid-19 test doesn’t cost N1.2 million (US$3,200) in Nigeria – it’s free",1
"No, China not seeking court’s approval to kill 20,000 coronavirus patients",1
"No, los pedos detectados por cámaras térmicas en este vídeo viral sobre el coronavirus no son reales: han sido añadidos digitalmente",1
Brickfields: Behind YMCA has been cordoned off. 4 Positive Cases of Covid-19 Coronavirus.,1
Nigeria’s health minister studied medicine – not law,1
"No, Kenya’s KTN News didn’t report 14 University of Nairobi students infected with Covid-19",1
"Empty isolation centre in Nigeria’s Kano state means coronavirus is a ‘lie’? No, video misleading",1
False claim: Family of COVID-19 victim broke into morgue to find her still breathing inside body bag,1
"Unmasked Kenyan police arresting man for not wearing mask? Photo from Nigeria, in 2017",1
This video shows a hospital in India,1
Misinformation on US flu shot ingredients resurfaces during pandemic,1
Flu shot will not make you test positive for COVID-19,1
"No, Rwandan president Kagame hasn’t lashed out at World Health Organization",1
"No, Afrikaner-only Orania hasn’t asked South African govt for Covid-19 relief funds",1
"No, Trump didn’t say Nigeria must ‘present’ Covid-19 patients before US sends money",1
"Tanzania’s health minister announced she had Covid-19? No, tweet is fake",1
This graphic about a 'COVID-19 lockdown extension' in the Philippines has been doctored,1
"‘Avoid Kenyans’ because of coronavirus? No, southern African newspaper headline photoshopped",1
No free USA visas for nurses and doctors during coronavirus outbreak,1
"Video of food protest in Nigeria’s Plateau state, not against Covid-19 lockdown in Kano",1
Teens Are Now Claiming They Have Coronavirus for Tik Tok Clout,1
Scientist says a coronavirus vaccine in just 12 months is 'fake news' | 60 Minutes Australia,1
Another claim has been emerging in Australia's Mandarin-speaking LGBTIQ+ community,1
"Not a fake news site... thoughts?: Coronavirus Australia: Queensland researchers find ‘cure’, want drug trial:",1
#Coronavirus Australia: Fake News On Social Media In Sydney https://10daily.com.au/news/australia/a200128ezrjy/claims-coronavirus-hiding-in-energy-drinks-noodles-slammed-by-health-departments-20200128,1
Chinese property buyers flooding back in,1
"Fake picture referring to Peter Oxford's claim that peanut butter, honey and jam are flying off shelves",1
There is a false message going around on social media that Fed Govt is shutting down Australia from tomorrow.,1
"Fake coronavirus warning spreads like wildfire around Australia
",1
"One in eight Australians believe 5G is spreading coronavirus
",1
"Would you pay $550 for a USB drive?
",1
Bill Gates is not on the Australian $10 note,1
"Pamphlet containing COVID-19 misinformation reportedly dropped in Melbourne letterbox
",1
"CoronaCheck: Scrub away, hand sanitiser is unlikely to harm your pets",1
"Anti-vax claims from Senegal
",1
"Flu vaccine controversy hits the NRL
",1
"Are masks dangerous?
",1
"Can you be forced into downloading the COVIDSafe app?
",1
"Has the novel coronavirus been patented?
",1
"Another inaccurate flu vaccine claim
",1
The Royal Melbourne Hospital has taken to Twitter to distance itself from a message circulating online attributed to a “friend who works for the Royal Melbourne Hospital in HR”.,1
"A collective madness seems to have gripped Australia, as evidenced by supermarket shelves left bare in the wake of an onslaught of panic shoppers.",1
Struggling with the thought of being locked inside your house for the foreseeable future? ,1
"Take, for example, a Facebook post claiming that Australians who call their local “communicable disease control branch” would be seen at home by a doctor for free.",1
"""Plandemic"" : le coronavirus est-il un complot ?",1
"Age-old rivalry between NSW and Victoria hasn’t ceased altogether during COVID-19
",1
Japan could pay for part of your post-coronavirus holiday,1
Remdesivir is the latest drug being hailed as a promising treatment for COVID-19,1
Businessman Clive Palmr donated 33 million doses of hydroxychloroquine to Australia's national medical stockpile,1
How to legally decline a vaccine,1
"Australians have been warned to be on the lookout for digital scammers using the coronavirus pandemic to con them into buying goods, sharing personal information and installing malicious software on their computers. ",1
"A video of an altercation in a Melbourne Big W store that went viral is now being used to spread a claim that Chinese nationals have been banned from Australian supermarkets, according to AFP Fact Check.",1
A claim that a Harvard University professor was arrested for manufacturing and selling the coronavirus “bioweapon” to China is false,1
"A photo shared on Facebook and used in reports of the death of one of the UK's youngest coronavirus victims, 13-year-old Ismail Mohamed Abdulwahab, is in fact an image of another 13-year-old, who died by suicide.",1
"White House counsel Kellyanne Conway said ""this is not COVID-19, not COVID-1",1
JK Rowling announced she recovered from coronavirus due to a breathing technique,1
Pete Evans promoted BioCharger NG as treatment option,1
"A suggestion that the masks should be microwaved in order to decontaminate them has been shared widely on social media, but fact checkers are urging caution",1
"A photo shared more than 10,000 times on Facebook apparently shows four Italian healthcare workers collapsed on the floor of an operating theatre",1
One particular Facebook post that questions how China was able to contain the virus keeps cropping up,1
Viral Facebook post describes situation familiar to COVID-19,1
Lemon-bicarb tea concoction cures the virus and is the reason no Israelis have died,1
Distressing claims that children diagnosed with COVID-19 would be transported to hospital and treated without their parents being present has spread to Australia after going viral in the UK and US.,1
A claim posted on Facebook that 500 body bags had been delivered to an ice rink in Adelaide is false,1
Joe Exotic from Tiger King Tests Positive for Coronavirus,1
"South Africa’s ANC ignores Covid-19 social distancing at party? No, photos two years old",1
Scam! KenolKobil not giving away K-Gas cylinders – with ‘delivery fee’ – during Covid-19 outbreak,1
Viral message advertising free ‘lockdown funds’ is scam,1
Saline solution kills China coronavirus? Experts refute online rumour,1
#kazakhstan people burn down homes of Chinese people because of one death due to coronavirus,1
Video shows Chinese officials detaining suspected coronavirus cases,1
Misleading claim circulates that flu vaccines make people more vulnerable to infections,1
US health authorities have not cut reported COVID-19 death toll,1
FALSE: Kenyan artists will not receive Ksh2 billion from the government for COVID-19 relief,1
Scammers use WhatsApp chain message about COVID-19 and fake profiles to harvest personal data in South Africa,1
Disinfo targeting South African Defence Force surges amid COVID-19 lockdown,1
"PM makes unfounded claims about PCR test rate, virtues of Nepali diet",1
Coronavirus conspiracies amplified on social media by fringe South African political party,1
‘Plandemic’ video peddles falsehoods about COVID-19,1
False: Queensland issued travel warning for Wuhan and Chinese-populated areas in Australia.,1
False: Food and locations are contaminated in Australia.,1
"FALSE: Post claims food products such as rice, fortune cookies, mi goreng noodles, ice tea and “Chinese red bull” are contaminated with coronavirus in Australia. Also some areas of Sydney are supposedly identified as contaminated",1
False: A Saudi Arabian study for a MERS vaccine is linked to the outbreak of coronavirus.,1
"False: A “Wuhan super virus” was created in a Chinese biosecurity lab and has infected more than 100,000 people in Wuhan.",1
False: The Dettol disinfectant label says COVID-19 was tested.,1
Wabak COVID-19 Di Daerah Ranau Bukan Berpunca Daripada 14 Individu Kluster Tabligh,1
No Nigerian minister said Igbos would be denied funds because of Biafra,1
Chuck Norris felled by a tiny virus? Don’t believe it,1
Conspiracy claim linking COVID-19 reports with the number 322 is nonsense,1
Claim that N95 masks can’t stop COVID-19 particles due to size is nonsense,1
"No, Gretchen Whitmer isn’t George Soros’s niece",1
"Masks for COVID-19 are effective, as a six-part Facebook takedown fails",1
Facebook Post Repeats Flawed Claim on Wuhan Lab Funding,1
Meme Misrepresents Fauci’s Position on Vaccine Trials,1
"Nuremberg Code Addresses Experimentation, Not Vaccines",1
Outdated Fauci Video on Face Masks Shared Out of Context,1
Viral Posts Mislead on COVID-19’s Toll on Health Care Workers,1
Legislative History of CARES Act Doesn’t Prove COVID-19 Conspiracy,1
FACT CHECK: VIRAL IMAGE CLAIMS VENTURA COUNTY WILL FORCIBLY REMOVE PEOPLE WHO TEST POSITIVE FOR COVID-19 FROM THEIR HOMES TO QUARANTINE,1
Fact Check: COVID-19 Trackers NOT Installed On Phones Without Public's Knowledge During Phone Disruptions,1
Fact Check: OSHA Did NOT Say Cloth Masks Don't Work And Will Reduce Oxygen To Danger Levels,1
Fake prescription viral in the name of Sir Ganga Ram Hospital debunked by the hospital,1
Video from West Bengal shared as people disregarding social distancing in Mumbai bus,1
Old video from China shared as Zee News employee assaulting doctor in hospital,1
Fact Check: Henry Kissinger Did NOT Say The Solution To Coronavirus Is The 'New World Order',1
"Fact Check: Bill Gates, The CDC, Drs. Fauci And Birx NOT 'Silent' On Protests; COVID-19 Lockdowns NOT A 'Scam'",1
Fact Check: NO Supporting Evidence That Heroin Killed More People 'Yesterday' Than The Coronavirus,1
Fact Check: Media Outlets DID Suggest George Floyd Protests Could Cause A COVID-19 Spike,1
"No, AOC didn’t tweet this about closing businesses until after the election",1
Fact Check: The Little Girl In The Viral Photo Asking For Prayers Does NOT Have Coronavirus - The Sign In The Picture Is Photoshopped,1
Cancellation of sports club memberships during quarantine: incorrect information,1
Ghana leader falsely claims his country fronts Africa's COVID-19 testing,1
"Fake Claims Promising Free ₹5,000 Lockdown Funds Viral On WhatsApp",1
"No, Mumbai's KEM Hospital Did Not Prescribe This List Of COVID-19 Drugs",1
Old News Clip Fuels False Claim Of Lockdown In Maharashtra From June 15,1
FACT CHECK: IMAGE CLAIMS GEORGE FLOYD’S DEATH WAS FILMED BEFORE THE CORONAVIRUS PANDEMIC,1
"Yes, Gov. Newsom has the authority to make masks mandatory In California, legal experts say",1
"With Holocaust comparison, misleading Facebook post claims Bill Gates seeks 'digital tattoos'",1
"No, Thane Thyrocare Lab Is Not Sealed Over False Positive COVID-19 Tests",1
Viral Message Recommending COVID-19 Home Kits Is Not From Tata Health,1
Viral Message Falsely Claims Coffee Can Cure COVID-19,1
"No, Video Of Patients Dancing At COVID-19 Centre Is Not From Mumbai",1
Journalists targetted in Papua New Guinea amid the COVID-19 Pandemic while nurses strike over lack of protection,1
Fiji's residents spread rumors that vodka is a herbal tea cure for the Coronavirus,1
Three appear in court for posting false information on social media ,1
"Alcohol-based hand sanitiser cannot catch fire, without a spark, just because it's in a hot car",1
Police have not warned the public about face masks doused in chemicals,1
The Covid-19 track and trace app has not been automatically downloaded onto people’s phones,1
Chris Whitty did not personally receive millions of pounds from the Bill & Melinda Gates foundation,1
"No, the Mail didn’t use an old photo of Jeremy Corbyn to claim he wasn’t social distancing on his birthday",1
This viral UK Facebook post claiming 31 million job losses probably refers to the USA,1
We don’t know the true Covid-19 survival rate yet,1
"The 1918 pandemic did have a deadly second wave, but not due to quarantine being lifted",1
Police officers around the world have died from Covid-19,1
Clarification regarding falsehood published by Singapore States Times on quarantine of foreign workers,1
CEK FAKTA: Hoaks Kondisi Tenggorokan Pasien Terinfeksi Covid-19,1
Photo shown overgrown shrubs at Malaysian theme park's escalator,1
 Malaysian nationals storming a customs office in the Malaysian state of Johor after Singapore closed its borders in an effort to curb the growing COVID-19 pandemic,1
"Cette vidéo d’un ""hôpital vide en plein Covid-19 au Brésil"" est détournée de son contexte",1
Leicester going back into lockdown has nothing to do with 5G,1
This photo of Brighton was taken during the coronavirus lockdown,1
Two police forces did not use the same photo to illustrate two different lockdown crimes,1
The Control of Diseases Act was not changed in April to say you can be forcibly vaccinated,1
There’s no evidence immigrants caused a PPE shipment to be destroyed at Dover,1
UK branches of McDonald’s did not reopen on 27 April,1
It is not true that worldwide terrorism has stopped while western countries fight Covid-19,1
"No, Fauci isn’t married to Ghislaine Maxwell’s sister",1
"No, New York state hospitals didn’t report thousands of lung infections caused by face masks",1
COVID-19 tests are not ‘scientifically meaningless’,1
"No, 169 Residents Of A Mumbai Apartment Have Not Tested COVID-19 Positive",1
"No,This Letter Is Not AYUSH Ministry's Nod To Patanjali's Coronil",1
Does Drinking 'Kashayam' Cure COVID-19? A Factcheck,1
2013 Video Of Unclaimed Bodies At Osmania Hospital Given COVID-19 Spin,1
Video Shows Hospital Overwhelmed By COVID-19 Cases In Pakistan? Not Quite,1
FactCheck: Audio Message Claims Steam Inhalation Kills COVID-19,1
Fact Check: CDC Testing Kits For COVID-19 NEVER Risked Lives,1
Fact Check: There Is NOT A Spike In Coronavirus Cases Just Because There's An Increase In Testing,1
Fact Check: CDC Did NOT Say The Common Cold Is Counted As A Positive COVID-19 Result,1
Fact Check: NO Evidence San Francisco Hospital Faked Positive COVID-19 Tests,1
Misinformation circulates about Japan’s plan to subsidise tourism after coronavirus lockdown is lifted,1
"No, wearing a mask doesn’t void concealed-carry permit",1
Claim that Democratic leaders aren’t using masks based on old picture,1
"No, the CDC is not on the verge of lifting 'epidemic' label for COVID-19",1
"No, the US is not alone in facing a possible second wave of COVID-19 infections",1
Painting of Children in Masks Isn’t a 1994 Airport Mural,1
"Is This Obama, Fauci, and Gates at a Wuhan Lab in 2015?",1
Did Betsy DeVos Say COVID-19 Will ‘Only’ Kill .02% of US Students?,1
Don’t trust this comparison of daily coronavirus deaths with other diseases,1
Fact check: Trump did not tweet about South Dakota closing its border with California,1
Viral video misidentifies COVID-19 patient as Canadian PM’s wife,1
Coronavirus. Il premio Nobel Mukwege ammette di aver mentito sul Covid19? Fake complottista,1
"Beredar Foto Obama, Fauci dan Melinda Gates di Laboratorium Wuhan pada 2015? Ini Faktanya",1
Police do have legal powers to enforce face covering laws,1
Claims that Muslims caused Leicester’s Covid-19 outbreak are baseless,1
There is no evidence supporting claims about a government-run network of fake NHS Twitter accounts,1
"Not all New Zealand MPs have been ordered to take a pay cut, and UK MPs have not awarded themselves a £10,000 bonus",1
JustGiving are not keeping £2 million commission from donations to Captain Tom Moore,1
The nurses that treated Boris Johnson for coronavirus are real UK nurses,1
"No, the UK didn’t turn down 50,000 ventilators offered by the EU",1
False posts that suggest Boris Johnson didn’t have Covid-19 are based on a blog post now labelled as satire,1
£20 notes don’t have a secret message about 5G and coronavirus,1
"This video of body bags in a hospital was not filmed in St Mary’s, London",1
Ignore these pranks on Facebook saying lockdown will be lifted in the next few days,1
Photo circulating of busy mosque was taken before lockdown,1
This text message is not an official government communication,1
Xbox and PlayStation servers are not being shut down during school hours,1
That picture people are saying shows the army in Clapham Junction is actually of students,1
[新型コロナFactCheck] ｢WHOが方向転換『感染者の隔離は不要』｣は誤り,1
FALSE: There is currently no vaccine against COVID-19,1
Misreported test data in Orlando does not explain Florida’s COVID-19 outbreak,1
"Books removed from school because they were outdated, not contaminated by the coronavirus",1
Don’t fall for this hoax about monthly stimulus checks,1
Donald Trump wrong to say U.S. has “one of the lowest mortality rates in the world” from COVID-19,1
"Black seed oil medicinal, but not proven cure for Covid-19",1
"Pax herbal remedy not approved as Covid-19 treatment, says Nigeria’s drug control agency",1
"No, dexamethasone not a Covid-19 vaccine, no evidence it causes infertility",1
No evidence drinking ‘asthma plant’ tea helps Covid-19 breathing complications,1
"South African government digging graves for million Covid-19 dead? No, clarifies that number for burial capacity in Gauteng",1
"No, Uganda police not investigating guests at People Power spokesperson’s wedding",1
"Jobs at World Health Organization? No, message and website a scam",1
"No, Nigerian politician Ajimobi didn’t recover from Covid-19 ",1
Another scam Facebook post using South Africa’s Covid-19 social relief grant,1
Government official monetized racial tensions on South African social media,1
Quickmart supermarket is not hiring ‘urgently’ due to Covid-19,1
"No, Nigerian govt not giving N30,000 Covid-19 relief to each citizen ",1
"No, governor of Nigeria’s Kano state didn’t say Covid-19 patients released from isolation centres to ‘celebrate sallah’",1
"Hungry Lion ‘back from lockdown’ and hiring? No, Facebook ad fake",1
"Scramble for upcountry travel after Kenyan travel ban lifted? No, photo from 2017 ",1
"Discrimination in China? No, video shot in New York, USA",1
"Tanzanian president drumming to celebrate ‘defeat’ of coronavirus? No, video from 2016",1
Health authorities did not say drinking water will prevent coronavirus,1
Singapore denies it closed a subway station after novel coronavirus discovery,1
Singaporean authorities refute hoax about 'spot fines' for people violating social distancing orders,1
This image has circulated in reports about China testing a potential COVID-19 vaccine that has not been approved by health authorities,1
Misinformation about fines in Singapore circulated online before face masks made mandatory in public,1
This video actually shows a 2012 election victory parade in Singapore,1
Corrections and clarifications regarding falsehoods posted on HardwareZone Forum Post,1
Corrections and clarifications regarding falsehoods published by AB-TC City News' website,1
"[SALAH] Daftar Perlengkapan Medis di Rumah Untuk Hadapi Covid-19
",1
Benarkah Ahli Virus Cina Klaim Covid-19 Hasil Persekongkolan Jahat?,1
"Cek Fakta: Salah, Quotes Pidato Muammar Gaddafi Soal Virus di Kantor PBB",1
Corrections and clarifications regarding falsehoods published by States Times Review on availability of face masks,1
Corrections and clarifications regarding falsehoods published by States Times Review on COVID-19 situation,1
Corrections and clarifications regarding falsehoods that dinner event at SAFRA Jurong was organised by People’s Association,1
Corrections and clarifications regarding falsehoods about the Resilience Budget,1
Clarification on falsehood posted by TTR on food delivery rider,1
Corrections and Clarifications Regarding Falsehoods Published by Singapore States Times on the Reporting of COVID-19 Cases in Singapore,1
Corrections and clarifications regarding falsehood on cross-border travel arrangements between Singapore and Malaysia,1
"Clarification regarding falsehood published by the National University of Singapore Society (NUSS), The Online Citizen Asia (TOC), CNA and New Naratif on MOM’s advisory on testing of migrant workers",1
[COVIDWatch]: Has a ‘COVID-19 tracker’ been secretly installed in your smartphone?,1
[COVIDWatch]: Is ‘Phase 2A’ tentatively happening on 22 June?,1
[COVIDWatch]: Is Singapore going into lockdown after the elections?,1
[COVIDWatch]: Is wearing PPE the ‘new normal’ for air travel?,1
No announcement on when Uganda’s schools will reopen,1
"UN ‘not sure’ there’s Covid-19 in Africa, thinks leaders using crisis to make money? No, claim ‘fake indeed’",1
"Janet Museveni, wife of Ugandan president, has Covid-19? No, tweet is fake",1
2005 chloroquine study had nothing to do with COVID-19 and the drug wasn’t given to humans,1
"No, CDC did not admit a mistake, did not reduce its COVID-19 Florida case count",1
"No, the Trump administration hasn’t fulfilled every state request for coronavirus supplies",1
Anthony Fauci didn’t write this Facebook post about viruses,1
Video Misrepresents the Science Behind Face Masks,1
"COVID-19 Testing Truck Logo Depicts an Aardvark, Not Death Deity",1
Viral photo does not show Bharat Biotech’s VP taking first dose of COVID vaccine ‘Covaxin’,1
Video from Pakistan shared as patients lying in beds outside hospital in Hyderabad and Mumbai,1
Old message of blood donation drive revived as ‘plasma donation’ in the wake of COVID-19,1
Goat “arrested” for not wearing mask in Kanpur? Bizarre media misreports,1
"No, Nanavati Hospital does not recommend lemon, turmeric for COVID “treatment”",1
"WHO doesn’t claim asymptomatic patients cannot spread COVID, isolation is still advised",1
Russia’s Sechenov University has NOT ‘completed’ COVID vaccine clinical trials; media misreports,1
Old video of Amitabh Bachchan thanking Nanavati Hospital staff viral as recent,1
Age-Old Home Remedy Peddled As COVID-19 Cure Found By Indian Student,1
"Viral Kawat dalam Masker Medis Disebut Antena 5G Pembunuh, Ini Faktanya",1
Cek Fakta: Hoaks Nama Covid-19 Berasal dari Bahasa Latin,1
[COVIDWatch]: Is this the situation at the Changi Exhibition Centre isolation facility?,1
[COVIDWatch]: Is this message being sent to close contacts of COVID-19 cases?,1
[COVIDWatch]: Is Singapore Expo a new COVID-19 infection cluster?,1
"Faux, Emmanuel Macron n’a pas menacé de refuser le visa aux africains qui n’auraient pas reçu un vaccin européen",1
This footage was taken during an electoral campaign months before the pandemic,1
Kenya governor quotes non-existent WHO research to defend alcohol donations,1
TV report shows an unrelated Guinea incident predating COVID-19 outbreak,1
Nigeria imposed a curfew to slow the spread of COVID-19 and has not yet set up 5G networks,1
Experts say freediver’s video about masks contains misleading claims,1
Madagascan president has not called on African states to quit WHO,1
"The money was to help Madagascar fight the outbreak, not to produce a cure",1
No evidence robbers are using chemical-laced face masks on victims in South Africa,1
Experts reject conspiracy theories about ‘5G microchip implants’,1
Article shared thousands of times uses false clickbait headline,1
Health ministry rejects online rumours of a herbal cure,1
Business grant scam in Uganda resurfaces on Facebook,1
Woman in viral video makes misleading claims about face masks,1
List of unproven COVID-19 treatments debunked by health experts,1
Hoax claims about rival pair’s whereabouts end with broadcasts from their Juba homes,1
The photo shows a baby who had heart surgery in 2012,1
Brazilian MP was angry because new COVID-19 hospital was not operating yet,1
False claims circulate that global COVID-19 fatalities have surpassed 1.6 million,1
Experts say corpses infected with COVID-19 do not get more infectious over time,1
"[SALAH] Virus ini punya obat Hydroxychloroquine, Zinc dan Zithromax",1
[COVIDWatch]: Is the Singapore Government easing Circuit Breaker measures in 5 phases?,1
"[COVIDWatch]: Are “most foreigners” fined $10,000 for their first offence of Circuit Breaker measures?",1
[COVIDWatch]: Is this ‘Social Distancing Ambassador’ job opening legitimate?,1
[COVIDWatch]: Was this Grabfood rider fined for wearing the wrong mask?,1
[COVIDWatch]: Are you only allowed to exercise with a maximum of one family member?,1
The BBC did not say that the Bill & Melinda Gates Foundation is planning to put microchips in Covid-19 vaccines,1
Misleading claims on pre-existing conditions and Covid-19 deaths go viral,1
Surgical masks may offer some protection to the wearer from Covid-19 and may stop them from infecting others,1
You do not have to legally lower your mask for lip-readers,1
There is no indication that a Covid-19 vaccine will be mandatory or that those who don’t get it will have their movements restricted,1
It’s incorrect to say there was no resistance to safety measures around the Blitz,1
