headline,real_or_fake
"U.S. governors, hackers, academics team up to secure elections",0
Trump's popularity is slipping in rural America: poll,0
Trump says 'only one thing will work' with North Korea,0
"Turkey urges U.S. to review visa suspension as lira, stocks tumble",0
U.S. envoy to Turkey says duration of visa services suspension depends on talks,0
California governor signs drug pricing transparency law,0
EPA chief to sign rule on Clean Power Plan exit on Tuesday,0
Turkey's Erdogan says U.S. decision to suspend visa services 'upsetting',0
"Democratic Senator Feinstein, 84, 'all in' on re-election",0
Turkey summons U.S. consulate worker for questioning: Anadolu,0
"Turkey summons U.S. embassy undersecretary, calls for end to visa dispute: sources",0
"Trump seeks border wall, crackdown on unaccompanied minors for 'Dreamer' deal",0
New Wall Street candidates emerge to test Trump-era appeal,0
"Turkey urges U.S. to review visa suspension as lira, stocks tumble",0
China says hopes Iran nuclear deal stays intact amid Trump criticism,0
Pence exits NFL game after players kneel during anthem,0
Democrats rule out Trump's request for border wall funding in help for 'Dreamers',0
NRA opposes outright U.S. ban on gun devices used by Las Vegas killer,0
Turkey suspends all non-immigrant visa services at all diplomatic facilities in U.S.,0
Blackwater founder Prince weighing U.S. Senate run: New York Times,0
Trump says giving peace a chance before U.S. embassy move to Jerusalem: interview,0
Trump says open to temporary healthcare reform deal with Democrats,0
"Trump says Tillerson could be tougher, but they have good relationship",0
Trump to unveil new responses to Iranian 'bad behavior': White House,0
"Iranian president defends nuclear deal, says Trump can not undermine it",0
Trump undermines U.S. birth control coverage requirement,0
Weinstein on indefinite leave as company investigates allegations,0
U.S. Treasury outlines sweeping reform of capital markets,0
"Treasury pushes U.S. regulatory interests, setting scene for clash",0
EPA watchdog expands audit of administrator's travel: memo,0
Trump declines to explain 'calm before the storm' remark,0
ACLU sues Trump administration over birth control policy,0
U.S. House committee calls new hearing on Kaspersky software,0
U.S. voting commission vice chair urged new voting restrictions,0
Discord among Republicans already weighs on Trump's tax plan,0
California AG pledges to defend birth control insurance coverage,0
"In meeting with military, Trump talks of 'calm before the storm'",0
Help wanted: Staff shortages under Trump slow policy changes,0
U.S. special counsel's investigators met author of 'Trump dossier': source,0
"Factbox: Trump on Twitter (Oct 5) - Ralph Northam, Stock Market, Rex Tillerson",0
White House chief of staff's personal cellphone compromised: Politico,0
"Trump picks coal lobbyist for EPA deputy role, drawing mixed reaction",0
U.S. congressman to resign after report alleged he asked woman to have an abortion,0
Social media executives to testify Nov. 1 about Russia and U.S. election,0
Treasury watchdog finds Mnuchin's private jet trips broke no law,0
Republicans move on tax reform; Fed officials see economic threats,0
Trump opponents urge U.S. Supreme Court to rule on travel ban,0
Senator McCaskill drafts bill in response to Allergan patent maneuver,0
Senators object to lower 2018 U.S. renewable fuel requirements,0
NRA calls for more regulation after Vegas shooting,0
California governor signs 'sanctuary state' bill,0
Fed officials take aim at tax cuts as Trump mulls new central bank chair,0
Congress needs to examine gun 'bump stock' devices: House speaker,0
White House welcomes efforts to study gun 'bump stock' devices,0
Senior U.S. House Republican expects action on gun 'bump stocks',0
U.S. anti-bias law does not protect transgender workers: Justice Dept,0
'Trump dossier' on Russia links now part of special counsel's probe: sources,0
U.S. Senate approves Trump pick as top Fed regulatory official,0
Trump to keep Obama rule curbing corporate tax inversion deals,0
Russia-Trump campaign collusion an 'open' issue: U.S. Senate panel chiefs,0
Trump denies Tillerson threatened to resign: Twitter,0
U.S. interior secretary raised political funds on government trip: report,0
Tracking the U.S. economy under Trump in seven charts,0
Energy secretary took charter flight day before Price resigned,0
Group of U.S. lawmakers launch new drive on sentencing reform,0
U.S. Senate panel puts self-driving cars in fast lane,0
Tillerson says never considered resigning,0
U.S. lawmakers want to restrict internet surveillance on Americans,0
U.S. House committee examining barriers to Puerto Rico recovery: official,0
Pence says he never discussed prospect of Tillerson resigning: NBC,0
White House says Trump has confidence in Secretary of State Tillerson,0
"Senate panel to hold hearing on Yahoo, Equifax breaches",0
Trump nominee clears Senate hurdle to join Federal Reserve,0
Trump tax plan expends recession-fighting U.S. business tax break,0
Greek archaeologists clear way for Hellenikon resort,0
Federal judge refuses to overturn Trump pardon of Arpaio,0
State Department denies Tillerson called Trump a moron,0
Senator Warren criticizes Equifax potential to profit from breach,0
U.S. lawmakers seek to shut banks that harm consumers,0
Trump to receive multiple options on Iran nuclear deal: Tillerson,0
Obamacare sign-up challenge: proving the law is not dead,0
Russia Facebook ads targeted more than two states: Senate intelligence chair,0
Whirlpool's washer war is balancing act for Trump,0
"Warren Buffett, Larry Fink criticize Trump tax plan",0
Justice Kennedy on hot seat in major voting rights case,0
Justice Department names new acting head of drug enforcement agency,0
"U.S. expels 15 Cuban diplomats, fuelling tensions with Havana",0
Former Equifax chief apologizes to Congress over hack,0
Trump administration backpedals on citizenship for 'Dreamers',0
Buffett says success of Trump tax plan may affect stock investments,0
Justice Department appeals lawyer on Mueller Russia probe,0
U.S. House committee launches probe of Allergan patent deal,0
Foreign government code reviews 'problematic': White House cyber official,0
Cuba decries U.S. expulsion of 15 diplomats,0
U.S. Interior Secretary investigated over speech to donor's hockey team,0
"Mattis plays down split between Trump, Tillerson on North Korea",0
House Republicans seek $1 billion in Medicaid funds for Puerto Rico,0
More groups challenge Trump's latest travel ban in court,0
"The press, branded the 'enemy' by Trump, increasingly trusted by the public: Reuters/Ipsos poll",0
Kremlin: we hope new U.S. envoy can help repair U.S.-Russia ties,0
U.S. to expel nearly two-thirds of Cuban embassy staff: U.S. sources,0
Trump discusses immigration ideas in dinner with Republican lawmakers,0
Oracle Co-CEO questions policies on student visas,0
"After Las Vegas massacre, Democrats urge gun laws; Republicans silent",0
Senate confirms FCC chairman to new five-year term,0
Republican senator criticizes Trump tax plan,0
U.S. Interior Dept. watchdog launches probe into Zinke's travel,0
Top House Intelligence Democrat intends to make sample of Russia-bought Facebook ads public,0
"A cell signal, an open bar: tiny wins for Puerto Rico in ruins",0
"Factbox: Trump on Twitter (Oct 1) - Rex Tillerson, Puerto Rico",0
Can't guarantee tax cut for entire middle class: Mnuchin,0
Mnuchin says no regrets over government plane use,0
"U.S. directly communicating with North Korea, seeks dialogue",0
"U.S. accuses Iran, Venezuela of human trafficking failings",0
Pyongyang shown no interest in talks: State Department,0
"Trump interviews four for Fed chair job, to decide in two-three weeks",0
U.S. gets warm words from China's Xi ahead of Trump visit,0
China says U.S. should respect concerns on Taiwan,0
"U.S. ""probing"" to see if North Korea interested in dialogue: Tillerson",0
"Under pressure from Trump, Price resigns as health secretary over private plane uproar",0
Rich would benefit most from Trump tax cut plan: policy group,0
Trump administration in spotlight as U.S. top court returns,0
White House cracks down on use of charter planes by officials,0
Factbox: Price resignation is latest Trump administration departure,0
"U.S. will admit up to 45,000 refugees next year -Trump",0
U.S. civil liberties group to challenge Trump's new travel ban,0
"Trump slow to implement Russia, Iran, North Korea sanctions law: senators",0
Texas gives Houston $50 million for Hurricane Harvey costs,0
Trump says Cuba 'did some bad things' aimed at U.S. diplomats,0
"Under pressure from Trump, Price resigns as health secretary over private plane uproar",0
U.S. visas to six Muslim nations drop after Supreme Court backs travel ban,0
"After prison, Republican ex-congressman in N.Y. expected to run again",0
U.S. does not recognize Kurdish independence vote in Iraq: Tillerson,0
"Trump interviews four for Fed chair job, to decide in two-three weeks",0
U.S. preparing plan to draw down embassy staff in Havana: sources,0
Tree trimming firm pays biggest fine in U.S. immigration case,0
White House starts probe of private email use by senior aides: Politico,0
Trump plays left and right in drive to protect 'Dreamers',0
Trump health secretary to repay cost of private jet travel,0
"Justice Department, FBI resist lawmaker demands for 'Trump dossier' files: officials",0
Trump to host Thai prime minister on October 2: White House,0
Education Secretary DeVos faces largely silent protest at Harvard speech,0
Ex-Illinois congressman convicted of failing to file income taxes,0
"Trump congratulates Merkel on election win, discusses Iran: White House",0
Senate confirms Huntsman as ambassador to Russia,0
Senate panel sets hearing for agriculture trade negotiator nominee,0
Hillary Clinton's 'What Happened' fends off O'Reilly in bestsellers,0
Supreme Court's Gorsuch criticized over Trump hotel speech,0
U.S. lawmakers approve FAA extension and hurricane tax relief,0
Senators urge Trump administration to act on Myanmar Rohingya,0
McCain introduces bill to kill Puerto Rico shipping restrictions,0
"California, Wisconsin deny election systems targeted by Russian hackers",0
Wealthy financiers could gain from Trump's proposed tax cut for small businesses,0
"Typical U.S. family earning $100,000 to get $1,000 tax cut under Trump plan: aide",0
Senators close to bipartisan deal on health exchanges: Schumer,0
U.S. votes to advance FCC chairman nomination,0
Connecticut governor vetoes budget as spending cuts loom,0
White House's Cohn says now sees more than 3 percent growth to pay for tax plan,0
Treasury's Mnuchin: Trump's proposed corporate tax rate 'not negotiable',0
Health Secretary Price believes has president's confidence,0
NFL protests are protected speech but 'misguided': U.S. House speaker,0
"Applause, laughter as wounded lawmaker Scalise returns to Congress",0
House budget chief expects budget resolution approval in October 5 vote,0
House to vote on federal budget next week: House Speaker Ryan,0
"Facebook, Google, Twitter asked to testify on Russian meddling",0
"EPA's Pruitt took flights costing taxpayers more than $58,000: Washington Post",0
"Trump proposes U.S. tax overhaul, stirs concerns on deficit",0
"Factbox: Trump on Twitter (Sept 27) - Filibuster rule, Facebook, tax reform",0
U.S. senators announce deal on self-driving car legislation,0
Trump 'not happy' with U.S. health chief Price over private travel,0
"Trump vows another healthcare vote next year, eyes executive order",0
Trump says he will negotiate with Democrats on healthcare,0
California moves presidential primary for bigger say in candidate choice,0
Senator says Russian internet trolls stoked NFL debate,0
"Senate votes to confirm Trump officials for antitrust, CFIUS",0
Senators want probe of Allergan transfer deal with tribe: letter,0
Trump slams Facebook as lawmakers await ads amid Russia probe,0
Alabama insurgent's victory emboldens U.S. anti-establishment Republicans,0
"Trump says unnamed country plans to build, expand five U.S. auto plants",0
U.S. Senate confirms Heath Tarbert to be an assistant Treasury secretary,0
U.S. seeks up to 27 months in prison for ex-Congressman Anthony Weiner,0
Ex-U.S. congressman Weiner seeks to avoid prison in teen 'sexting' case,0
Trump says he will not negotiate on 20 percent corporate tax rate,0
Exclusive: Republican U.S. tax framework sets 20 percent corporate rate,0
Puerto Rico expects U.S. to lift Jones Act shipping restrictions,0
U.S. mulls request by lawmakers to waive shipping limits on Puerto Rico,0
U.S. House Freedom Caucus backs Republican tax reform framework: statement,0
"U.S. lawmakers ask Facebook, Twitter for information on anti-fracking ads",0
"Trump administration red tape tangles up visas for skilled foreigners, data shows",0
"As 2018 Obamacare deadline nears, U.S. states believe every county covered",0
Trump scrambles to convince Americans he can handle Puerto Rico crisis,0
"U.S. Commerce Secretary says market access, protectionism top China issues",0
Conservative firebrand defeats Trump pick in Alabama primary for U.S. Senate,0
Republicans fail again to kill off Obamacare in Senate,0
U.S. healthcare bill's collapse escalates Republican infighting,0
Trump urges NFL to ban players kneeling during anthem,0
A majority of adults disagree with Trump on firing athletes who kneel during anthem: Reuters/Ipsos poll,0
"Factbox: Trump on Twitter (Sept 26) - NFL ratings, Nikki Haley, Spain",0
"U.S. plans to admit maximum 45,000 refugees in next fiscal year",0
"Trump expected to set U.S. refugee cap at 45,000: sources",0
Trump ally Stone denies collusion with Russia,0
U.S. drug enforcement chief to step down from agency,0
Republican U.S. Senator Corker will not seek re-election next year,0
"U.S. SEC chair grilled by Senate panel over cyber breach, Equifax",0
Trump shows interest in bipartisan tax reform as Obamacare repeal collapses,0
Trump administration tells court law does not ban bias against gay workers,0
U.S. Senate plans to vote on FCC chairman tenure this week,0
Republican Senator Alexander to consult on bipartisan healthcare plan,0
U.S. Attorney General defends Trump on NFL protests at free-speech talk,0
"Trump says he is willing work with Democrats on healthcare, taxes: lawmaker",0
Trump urges NFL to ban players kneeling during anthem,0
Trump says 'not distracted' by NFL protests,0
Republican senator says it appears will be no vote on healthcare bill,0
U.S. Congress to act on Puerto Rico relief: House Speaker,0
Students protest U.S. Attorney General speech at Georgetown,0
"Cowboys, Cardinals link arms amid anthem protests",0
Trump ally Stone may face House intelligence subpoena: lawmaker,0
Co-leader of Germany's far-right AfD to quit in major blow,0
"Ex-N.Y. state senate leader's corruption conviction vacated, faces retrial",0
U.S. Senate panel backs Huntsman to be Trump's ambassador to Russia,0
Trump says tax reform will include big cuts for middle class,0
Republican McConnell holds out hope for Obamacare repeal,0
U.S. House Republican speaker Ryan opposes protests during anthem,0
U.S. McConnell: debate on healthcare will continue,0
Ex-U.S. Rep. Weiner sentenced to 21 months in teen 'sexting' case,0
Self-driving car advocates launch ad campaign to prod Congress,0
House panel probing private email use by White House aides,0
Thailand prime minister to visit White House on October 3,0
"Factbox: Trump on Twitter (Sept 25) - NASCAR, NFL, John Kelly, Puerto Rico, John McCain, Alabama",0
Proposed healthcare bill may hurt U.S. economy: S&P,0
"Health plan would cut U.S. deficit, but leave millions without insurance: CBO",0
"U.S. House fails to pass FAA extension, hurricane tax relief",0
U.S. Senate tips labor board to Republican majority,0
"Facebook, Google bound to change handling of politics ads -marketing execs",0
Trump travel ban on more solid ground as top court cancels hearing,0
Venezuela slams U.S. travel restrictions as 'political terrorism',0
U.S. Senate conservatives propose tough restrictions on 'Dreamers',0
BlackRock fees in limbo over donation to U.S. presidential candidate,0
New Jersey mayor resigns after admitting corruption charge,0
Cassidy says 'absolutely' senators may still back healthcare bill: CNN,0
"Trump slaps travel restrictions on N.Korea, Venezuela in sweeping new ban",0
Supreme Court has option to duck travel ban ruling,0
Kushner used private email account for White House business: Politico,0
U.S. Senate opposition to Obamacare repeal bill grows,0
Trump aide Greenblatt returning to Israel for peace talks: official,0
"Senator Cruz opposes Republican healthcare bill, casting doubt on vote: Politico",0
Trump renews clash with U.S. sports world,0
"Internet giants, once above the fray, on the defensive in Washington",0
Trump pressures U.S. senators to back Republican healthcare bill,0
"Despite undiplomatic discourse, Trump's dance card is full",0
"Wisconsin, Ohio, California among states targeted by Russian hackers in 2016 race",0
"U.S. challenged by rising North Korea tensions, Russia urges calm",0
China says to ban some petroleum exports to North Korea,0
Trump takes center stage in fractious Senate race in Alabama,0
China tells Japan not to abandon dialogue over North Korea,0
"U.S. Senator McCain opposes Obamacare repeal bill, a possible fatal blow",0
"Despite tensions, U.S. sees value in New START treaty with Russia",0
"Comey talks 'real world,' meets protests at black university",0
"Trump, Republicans to showcase tax cut for businesses",0
Democratic senator lifts hold on Trump antitrust nominee -aide,0
Mediation to end Minnesota budget dispute fizzles,0
"Trump mulls new order to replace travel ban, no decision yet",0
"Russia tells North Korea, U.S. 'hot heads' to calm down",0
House Republican unveils tax bill to aid hurricane victims,0
Facebook to overhaul political ads after threat of U.S. regulation,0
Trump yet to decide on new travel restrictions: officials,0
Senator McCain to vote against Obamacare repeal: statement,0
Health Secretary Price's use of private jets under review,0
U.S. officials to hold Friday briefing on 'enhanced global security',0
"Factbox: Trump on Twitter (Sept 22) - North Korea, Ads on Facebook, Luther Strange",0
State funding changes in spotlight in Republican healthcare bill,0
Republican Senator Collins 'leaning against' new healthcare bill: AP,0
Ex-Republican presidential candidate Bob Dole hospitalized,0
What's a 'dotard' anyway? Kim's insult to Trump,0
"Trump, South Korea's Moon agree to boost defenses: White House",0
"A North Korea nuclear test over the Pacific? Logical, terrifying",0
"U.S. takes North Korea threat of H-bomb test seriously, Trump official says",0
U.S. Commerce chief says expanded North Korean sanctions show China's waning support: CNBC,0
Tillerson stresses diplomacy on North Korea amid threats: ABC,0
Trump says North Korea's Kim 'will be tested like never before',0
Kremlin 'deeply concerned' by rising tension on Korean peninsula,0
Kremlin: Russia did not use Facebook adverts to sway U.S. election,0
U.S. Navy carrier drills with Japanese navy amid North Korean tension,0
China urges North Korea to stop persisting on a dangerous course,0
China calls for restraint when asked about North Korea hydrogen bomb threat,0
France to skip 2018 Winter Games if security not assured,0
Senate race in Alabama exposes Republican rift,0
Japan calls North Korea's behavior 'absolutely unacceptable',0
White House seen easing limits on drone strikes: NY Times,0
Senator asks FBI if it warned Trump campaign about Russian meddling,0
North Korea official says North may consider hydrogen bomb on Pacific Ocean: Yonhap,0
North Korea's Kim says will make 'deranged' Trump pay dearly for U.N. speech,0
Nuclear weapons will not bring security for North Korea: Tillerson,0
China urges North Korea not to go further in a 'dangerous direction',0
U.S. judge aims to quickly decide lawsuits over DACA,0
Banks won't be allowed to do business with both U.S. and North Korea: Mnuchin,0
EU officials reach draft deal on more North Korea sanctions: sources,0
Trump says signs new order to widen sanctions against North Korea,0
U.S. 'making a lot of progress' on North Korea issue: Trump,0
Trump says will be putting more sanctions on North Korea,0
Republicans plan healthcare vote; Obama and TV host denounce bill,0
Australian women go pro on back of investment boom,0
Twitter to meet Congressional panel probing 2016 election,0
"Factbox: Trump on Twitter (September 20) - Graham-Cassidy bill, Luther Strange, North Korea",0
Democratic lawmakers seek probe of HHS secretary's use of private jets,0
"Investigators ask White House for details on FBI director firing, Flynn ouster: NYT",0
"In rare public speech, Obama decries Republican healthcare bill",0
Trump campaign manager Manafort offered to brief Russian billionaire during 2016 race: Washington Post,0
Trump says latest Obamacare repeal plan has 'very good chance',0
Democrats seek disclosure after Russia-backed political ads,0
California sues Trump administration over border wall,0
Republican leader plans Senate vote on healthcare next week: media,0
Graham says U.S. Senate to consider healthcare bill next week: NBC,0
"Walmart, Target join call for 'Dreamer' legislation",0
Pelosi calls DACA deal a first step toward comprehensive immigration reform,0
White House weighs abandoning estate tax repeal in Republican tax push,0
"Senate Republicans weigh tax cuts, deficit expansion",0
"Factbox: Trump on Twitter (Sept 20) - Graham-Cassidy bill, Luther Strange",0
Late-night TV show host Kimmel blasts senator over healthcare bill,0
Deputy Attorney General Rosenstein interviewed over FBI ex-director's firing: WSJ,0
"Republican Senators Corker, Toomey reach deal on budget resolution",0
Attorney General Sessions steps up anti-'sanctuary' rhetoric after setbacks,0
"Trump using campaign, RNC funds to pay legal bills from Russia probe: sources",0
"As clock ticks, Republicans try to move ahead on Obamacare repeal",0
"Factbox: Latest Obamacare repeal bill would block grant money to states, gut Medicaid",0
U.S. senator: No bipartisan deal on Obamacare repair,0
Democratic Senator Murray thinks bipartisan Obamacare deal still possible,0
Ex-Trump campaign chief Manafort wants probe of leaks,0
"Senate panel cancels interview with Trump lawyer, asks him to open hearing",0
Trump's lawyer denies collusion with Russia in 2016 election,0
Leading Democrat says Equifax gave consumers 'confusing and misleading information',0
Trump choice for Russia ambassador: 'No question' Russia meddled,0
Senate Republican tax chief wants dividend deduction in tax reform,0
Hedge fund manager shuts firm to explore run for Connecticut governor,0
U.S. Senate confirms Trump's pick for top Supreme Court lawyer,0
Venture capitalists sue Trump admin over foreign entrepreneur rule delay,0
Former White House aide Gorka joins pro-Trump campaign group,0
Anti-Assad nations say no to Syria reconstruction until political process on track,0
"In first visit, Trump urges reform so U.N. can meet full potential",0
New York governor wants credit-reporting firms to follow cyber rules,0
"France defends Iran nuclear deal, which Trump calls deeply flawed",0
"As North Korea threat looms, Trump to address world leaders at U.N.",0
Democrats urge full review before Senate vote on Obamacare attack,0
U.S. Senate to hold hearing on Republican healthcare proposal,0
Trump campaign adviser was wiretapped under secret court orders: CNN,0
Senate backs massive increase in military spending,0
Mattis to review if military accidents linked to budget caps,0
Lawmakers want watchdog to probe Russian radio's 'propaganda' in U.S.,0
U.S. to appeal ruling blocking Trump funding cuts on sanctuary cities,0
Democrats to study every option to halt Obamacare repeal bill,0
"U.S. to send over 3,000 troops to Afghanistan: Mattis",0
CBO says won't specify insurance impact of Republican healthcare bill next week,0
Democrats push for full analysis of latest Republican healthcare bill,0
Opponents sharpen knives over impending U.S. payday loan rule,0
"Factbox: Trump on Twitter (Sept 18) - U.S. Air Force, CIA",0
"Trump, Nikki Haley to share U.S. spotlight at U.N. gathering",0
Ex-Trump aide Flynn's family creates fund for 'enormous' legal fees,0
Six Dreamers sue Trump administration over DACA decision,0
"Emmy winners throw jabs at Trump, Spicer wheels into spotlight",0
Fight over electoral district boundaries heads to Supreme Court,0
"Tillerson, Russia's Lavrov discuss Syria, Ukraine, Middle East",0
"Cohen, close Trump business adviser, to testify in Senate on Tuesday",0
"Tillerson, Russia's Lavrov to meet on Sunday: U.S. State Dept",0
"As Trump visits U.N., New York prepares for 'Super Bowl' of security",0
"Trump hits back at Clinton, with a golf ball, on Twitter",0
California lawmakers take anti-Trump stance as session ends,0
"Defying Trump, California lawmakers vote to become 'sanctuary state'",0
California bill to wean power sector off fossil fuels dies for this year,0
"Trump says travel ban should be 'larger, tougher and more specific'",0
"Trump on Twitter (Sept 15): London attack, Chain migration, ESPN, U.S. Air Force",0
"State Department describes plans for cuts, offers few specifics: sources",0
"In Mexico visit, Trump's defense chief talks trust, respect",0
Equifax two top technology executives leave company 'effective immediately',0
U.S. lawmakers want retaliation for sonic attacks in Cuba,0
"Trump to 'slap' foes, embrace friends in first U.N. speech: envoy",0
Trump to meet with long list of leaders in New York next week -White House,0
"Trump to pitch 'America First' agenda in U.N. debut, press on North Korea",0
"Connecticut attorney general, others ask Equifax to stop collecting fees",0
Ex-Trump aide Manafort's spokesman testifies to Russia probe grand jury,0
Trump says immigration bill cannot include 'chain migration',0
Key Republican senator doubts 15 percent corporate tax rate can be reached,0
Trump taps top Sessions attorney to lead civil division: White House,0
Pastors stand firm as Trump's U.S. evangelical base weakens,0
"Trump says immigration deal with Democrats close, without border wall",0
"Factbox: Trump on Twitter (September 14) - DACA, Florida, Mexico earthquake, healthcare",0
Republican unity on U.S. tax overhaul shows sign of fraying,0
Treasury's Mnuchin says no tax cut for wealthy,0
Trump says violence by anti-fascists proves him right on Charlottesville,0
"Factbox: Trump on Twitter (Sept 14) - DACA, U.S.-Mexico border wall",0
U.S. judge presses Trump administration on Dreamer deadlines,0
Trump says confident Congress will solve Dreamers issue: Mexico,0
U.S. extends some Iran sanctions relief under nuclear deal,0
House Republican says tax plan won't have specific rates,0
U.S. wants NAFTA five-year sunset provision: Commerce's Ross,0
Trump ally Stone to testify to House panel probing election meddling,0
Justice Department mulls changing corporate prosecution policy,0
Pelosi says she trusts Trump's sincerity on protecting Dreamers,0
"Trump, on possible DACA deal, says border wall would come later",0
Senate Republican leader says DACA should be part of border security discussion,0
U.S. House passes $1.2 trillion measure to fund government,0
Senators criticize fraud in U.S. low-income phone program,0
Commerce's Ross to lead trade mission on Trump's China visit,0
Colombia defends anti-drug efforts after Trump critique,0
"Under Trump, future of U.S. nuclear arsenal slowly taking shape",0
"Democrats say Trump agrees to work on immigration bill, wall in dispute",0
"Trump says rich might pay more in taxes, talks with Democrats",0
"Factbox: Trump on Twitter (September 13) - Tax reform, Florida, Clinton",0
"Hoping to change his luck in Congress, Trump turns to Democrats",0
"Liberal, conservative lawmakers offer opposing U.S. healthcare ideas",0
"With or without Democratic director, U.S. consumer watchdog to be weakened",0
Difficult to cut U.S. corporate tax rate below 26 percent: study,0
Democrats ask Trump administration to consult on refugee decision,0
Senate rejects bid to repeal war authorizations,0
Two Democratic senators threaten to hold up Trump EPA nominee,0
"Top House intelligence panel Democrat wants testimony from Facebook, Twitter",0
U.S. will not issue some visas in 4 nations in deportation crackdown,0
Democrats probe whether Flynn pushed nuclear project as Trump aide,0
Trump says wealthy might have to accept higher taxes under his tax plan,0
"Trump wants to work with Schumer, Pelosi on tax reform: White House",0
Trump applauds senators for new healthcare reform bill,0
"Former U.S. Senator Pete Domenici, heavyweight on budget, energy issues, dies",0
Former Trump adviser Flynn's son being probed over Russia: NBC,0
Trump administration sued over phone searches at U.S. borders,0
Republican Senator Cruz pushes 15-20 percent corporate tax rate,0
Ryan urges DACA fix with broader immigration reform: AP,0
"House Speaker Ryan leaves door open on taxes, deficit",0
"Factbox: Trump on Twitter (Sept 13) - Tax reform, Florida",0
"Democratic leaders Schumer, Pelosi to dine with Trump Wednesday",0
Tax reform framework will appear end-Sept.: Congress source,0
"Ryan says tax reform outline reflects consensus of lawmakers, administration",0
Supreme Court allows broad Trump refugee ban,0
Congress votes to call on Trump to denounce hate groups,0
"U.S. corporate tax cut goal in doubt, Trump dines with senators",0
Trump likely to visit China during November Asia trip: U.S. official,0
Key U.S. senators reach deal on funding children's health program,0
U.S. top court hands win to Republicans over Texas voting maps,0
U.S. senator on Equifax hack: 'Somebody needs to go to jail',0
"Congress revisits Obamacare, this time with a bipartisan twist",0
U.S. Marshals Service wastes asset forfeiture funds: senator,0
Russia: Moscow does not want to escalate situation around U.S. diplomats - agencies,0
U.S. diplomatic tiff with Russia should not be escalated: State Department,0
House committee considering tax relief for hurricane victims,0
Senator McConnell says ending U.S. debt ceiling would be challenging,0
U.S. lawmakers want 'supercharged' response to North Korea nuclear tests,0
EPA chief denies Icahn influence in biofuel regulation,0
New Hampshire Democrat defends role on Trump voting commission,0
Trump open to Dreamers relief legislation without wall funding -aide,0
State Department OKs possible sale to Canada of $5.23 billion in military equipment,0
"Under scrutiny, Kaspersky Lab considers changes to U.S. subsidiary",0
"Trump, Malaysian PM discuss trade deals, Boeing jets",0
Chicago asks judge to halt Trump plan to deny funds to sanctuary cities,0
Treasury chief sees 'competitive' corporate tax rate: CNBC,0
Key U.S. senators demand answers on Equifax hacking,0
Supreme Court justice temporarily preserves Trump refugee ban,0
Republicans could lose U.S. House in 2018 over immigration fight: Bannon,0
"Justice Department, ex-Obama lawyers duel over Arpaio pardon",0
U.S. to unveil streamlined autonomous vehicle guidelines Tuesday,0
Influential U.S. senator mulls retirement,0
'Big Six' member says tax reform blueprint to follow Senate hearings,0
US Senate may vote this week to add penalties for sex traffic sites -sources,0
Republican attempt to deflect Trump-Russia probes could backfire: sources,0
Pope hopes Trump re-thinks DACA decision on immigrant children,0
U.N. rights boss urges U.S. Congress to give 'Dreamers' legal status,0
Mexico foreign minister heads to U.S. to meet with Dreamers,0
Trump on Hurricane Irma: 'This is some big monster',0
Vice President Pence: Trump greatly concern about Irma after briefing,0
"No talk of ousting U.S. House Speaker Ryan, says key conservative",0
U.S. Senator McCain says facing 'very vicious form of cancer',0
Trump calls for a tax reform 'speed-up' in light of Hurricane Irma,0
Trump says churches should get FEMA funds for hurricane relief,0
California university system sues Trump over roll back of 'dreamers' program,0
'Dreamers' left confused about fine points of immigration program's end,0
Congress approves Trump's aid and debt deal with Democrats,0
Senate panel rejects Trump's 'doctrine of retreat' on foreign policy,0
Republicans see tax reform complicated by Trump deal with Democrats,0
Trump urges Republicans to start tax reform immediately: Twitter,0
U.S waives Jones Act to secure fuel for hurricane responders,0
New Russian envoy describes 'warm' meeting with Trump: agencies,0
White House says expects bipartisan efforts to continue,0
Jamie Dimon ventures beyond Wall Street to have a say in Washington,0
ITG's Selway drops out of running for key SEC job,0
"Defying Trump, Senate panel approves funding for U.N. climate body",0
"Factbox: Trump on Twitter (September 8) - Hurricane Irma, Filibuster rule",0
Trump anger at Cohn raises doubts about his White House tenure: sources,0
"Factbox: Trump on Twitter (September 7) - Sheikh Sabah, Hurricane Irma, DACA",0
Trump DACA decision followed months of meetings involving senior Democrat,0
Moderate Republican U.S. congressman Dent will not seek re-election,0
U.S. consumer agency defends student loan reforms from Republican attacks,0
Trump's son met Russian lawyer for damaging information on Clinton,0
U.S. appeals court rejects Trump's bid to bar most refugees,0
U.S. may need new law to address Russian ad buys on Facebook: senator,0
Trump embraces Democrats again on debt ceiling and immigration,0
"Trump says will discuss military issues, Qatar with Kuwait's emir",0
New Senate Obamacare repeal bill due Monday: senator,0
U.S. House unanimously approves sweeping self-driving car measure,0
FBI chief sees no evidence of White House interference in Russia probe,0
"Senate passes disaster aid, government funding, higher debt ceiling",0
"Mnuchin, Ryan see passage of U.S tax overhaul by end of year",0
White House budget chief says any tax package would be retroactive,0
White House budget chief says any tax package would be retroactive,0
Trump says talked with congressional leaders about ending debt ceiling,0
Twitter to brief Congress on possible Russia-backed ads: U.S. senator,0
Trump says open to repeal of debt ceiling: 'It complicates things',0
House speaker backs role for Congress in debt limit increases,0
"House conservative group lines up against Trump deal on debt, spending",0
Trump says DACA recipients should not worry about status,0
Top Senate Democrat says Trump offered help for Dream Act,0
